"PREMIO_SEGURO_LIQUIDO","PREMIO_Resseguro_Bruto","COMISSAO_Resseguro","LMG_Ultimo_Unique","PREMIO_NET_Corrigido","COMISSAO_de_Resseguro_Corrigida","Check_Premio_de_Resseguro"
0.226994293018399,0.297385747108683,0.272307801519131,0.015123924651532,0.295346140381586,0.272307801519131,0.287933784034986
0.260711842436899,0.326308574517792,0.296798466671399,0.605668573313089,0.324358918256608,0.296798466671399,0.3172456976255
0.414088098152882,0.457899716177862,0.408035777667353,0.578998814986438,0.456327673726589,0.408035777667353,0.450607077516119
0.589437133186908,0.78418898306721,0.683963938382906,0.336159258385648,0.783563801855418,0.683963938382906,0.781285771590142
0.267740926439348,0.408028111907014,0.365869241144317,0.941699344423051,0.406310169788202,0.365869241144317,0.400064572306308
0.179846433586577,0.25734172571583,0.2384467949173,0.342780955521815,0.255185541746893,0.2384467949173,0.247351067888975
0.313376525762431,0.37149807889097,0.334989706821893,0.152282681760023,0.36967223875372,0.334989706821893,0.363043116689984
0.356856254275735,0.637016585252833,0.559522964435295,0.177047457349056,0.635961841414318,0.559522964435295,0.632133527702498
0.451608801713895,0.60681945436642,0.533967487754667,0,0.60566908804481,0.533967487754667,0.601530167985833
0.189242924783063,0.260826752649972,0.241428267196706,0.750447261372052,0.258675389462629,0.241428267196706,0.250882977370342
0.281804720411911,0.432162647462012,0.386313622488819,0.320989637008206,0.430509364607037,0.386313622488819,0.424523779240982
0.328226830014763,0.511816268607727,0.453680698516363,0.353448287357654,0.51040390337826,0.453680698516363,0.505248945808181
0.348391423324812,0.473982970671712,0.421665365230354,0.628528366164504,0.472453176964817,0.421665365230354,0.466906693017386
0.303806754761819,0.469918714884251,0.41818698090438,0.693297779243514,0.468372571328549,0.41818698090438,0.462787762569586
0.185138218773629,0.261473558202846,0.241925179243274,0.578998814986438,0.259320847190618,0.241925179243274,0.251538484116191
0.193766202786879,0.287200973104474,0.263718321857031,0.43041016145224,0.285128216348678,0.263718321857031,0.277611998708554
0.612725263745364,1,0.866472634343721,0.67805791734257,1,0.866472634343721,1
0.484211284340907,0.518071940223582,0.458933768722936,0.49709780832879,0.516661561351304,0.458933768722936,0.511588772245649
0.283616282000504,0.479920066418242,0.426705473131256,0.252103777211202,0.478415455977595,0.426705473131256,0.472923657923315
